text,start_pos,end_pos,entity_type,release_date,release_url
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
stood,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
indoctrinated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
inspiring,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
engaged,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
spanned,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
including,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
included,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
left,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
establish,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
sending,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
train,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
fight,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
supporting,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
arrested,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
fought,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
extradited,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
preparing,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
analyzed,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
recovered,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
identified,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
build,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
solidify,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
engaged,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
leading,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
working,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
protect,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
Overcoming,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
prosecuting,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
occurred,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
spread,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
secured,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
been,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
incapacitated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
are,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
recognized,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
operated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
employs,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
detect,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
target,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
disrupt,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
operating,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
works,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
fill,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
resolving,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
have,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
demonstrated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
manufacture,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
distribute,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
purchase,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
operating,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
anonymized,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
hidden,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
devoted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
prohibited,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
OSF,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
are,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
designed,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
pierce,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
attempt,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
erect,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
conducted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
targeting,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
began,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
been,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
attempted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
purchase,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
sell,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
use,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
executed,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
prevented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
would,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
have,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
resulted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
receives,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
led,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
had,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
been,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
abducted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
held,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
abused,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
had,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
been,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
victimized,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
depicting,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
including,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
herculean,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
led,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
honored,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
pushing,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
collect,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
did,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
obtaining,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
proved,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
murdered,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
had,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
murdered,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
proved,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
planned,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
executed,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
convinced,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
hold,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
found,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
